"rid", "binaryID"
657,100000010000000000000000000000000000000000100000000100000000000000000000000001001
178,100000010000000000000000000000000000000000100000000100000000000100000010000000000
187,100000010000000000000000000000000000000000100000000100000000000100000010000000001
613,100000010000000000000000000000000000000000100000000100000100100000000000000000100
220,100000010000000000000000000000000000000000100000000100000100100000000000000001000
354,100000010000000000000000000000000000000000100000000100000100100000000000000001001
663,100000010000000000000000000000000000000000100000000100000100100000000000000001010
671,100000010000000000000000000000000000000000100000000100000100100000000000000001011
642,100000010000000000000000000000000000000000100000000100000100100000000000000001110
850,100000010000000000000000000000000000000000100000000100000100100000000000000001111
361,100000010000000000000000000000000000000000100000000100000100100000000000001000000
851,100000010000000000000000000000000000000000100000000100000100100000000000001000001
648,100000010000000000000000000000000000000000100000000100000100100000000000001000100
840,100000010000000000000000000000000000000000100000000100000100100000000000001000101
659,100000010000000000000000000000000000000000100000000100000100100000000000001010010
260,100000010000000000000000000000000000000000100000000100100000000000000000001000000
549,100000010000000000000000000000000000000000100000000100100000000000000000001000010
8,100000010000000000000000000000000000000000100000000100100000000000000000001010000
866,100000010000000000000000000000000000000000100000000100100000000000000000001010100
868,100000010000000000000000000000000000000000100000000100100000000000000000001010101
154,1000000100000000000000000000000000000000001000000001000000000000000000000000010000
665,1000000100000000000000000000000000000000001000000001000000000000000000000000010001
179,1000000100000000000000000000000000000000001000000001000000000001000000100000000000
801,1000000100000000000000000000000000000000001000000001000000000001000000100000000001
188,1000000100000000000000000000000000000000001000000001000000000001000000100000000010
670,1000000100000000000000000000000000000000001000000001000000000001000000100000000011
221,1000000100000000000000000000000000000000001000000001000001001000000000000000010000
766,1000000100000000000000000000000000000000001000000001000001001000000000000000010001
355,1000000100000000000000000000000000000000001000000001000001001000000000000000010010
682,1000000100000000000000000000000000000000001000000001000001001000000000000000010011
362,1000000100000000000000000000000000000000001000000001000001001000000000000010000000
630,1000000100000000000000000000000000000000001000000001000001001000000000000010000001
261,1000000100000000000000000000000000000000001000000001001000000000000000000010000000
558,1000000100000000000000000000000000000000001000000001001000000000000000000010000001
562,1000000100000000000000000000000000000000001000000001001000000000000000000010000100
865,1000000100000000000000000000000000000000001000000001001000000000000000000010101000
867,1000000100000000000000000000000000000000001000000001001000000000000000000010101010
155,10000001000000000000000000000000000000000010000000010000000000000000000000000100000
685,10000001000000000000000000000000000000000010000000010000000000000000000000000100001
668,10000001000000000000000000000000000000000010000000010000000000000000000000000100010
676,10000001000000000000000000000000000000000010000000010000000000000000000000000100011
180,10000001000000000000000000000000000000000010000000010000000000010000001000000000000
689,10000001000000000000000000000000000000000010000000010000000000010000001000000000001
189,10000001000000000000000000000000000000000010000000010000000000010000001000000000100
684,10000001000000000000000000000000000000000010000000010000000000010000001000000000101
222,10000001000000000000000000000000000000000010000000010000010010000000000000000100000
235,10000001000000000000000000000000000000000010000000010000010010000000000000000100001
765,10000001000000000000000000000000000000000010000000010000010010000000000000000100010
356,10000001000000000000000000000000000000000010000000010000010010000000000000000100100
677,10000001000000000000000000000000000000000010000000010000010010000000000000000100101
683,10000001000000000000000000000000000000000010000000010000010010000000000000000100110
629,10000001000000000000000000000000000000000010000000010000010010000000000000100000010
262,10000001000000000000000000000000000000000010000000010010000000000000000000100000000
555,10000001000000000000000000000000000000000010000000010010000000000000000000100000001
559,10000001000000000000000000000000000000000010000000010010000000000000000000100000010
521,10000001000000000000000000000000000000000010000000010010000000000000000000101010100
522,10000001000000000000000000000000000000000010000000010010000000000000000000101010101
678,100000010000000000000000000000000000000000100000000100000000000000000000000001000100
680,100000010000000000000000000000000000000000100000000100000000000000000000000001000101
181,100000010000000000000000000000000000000000100000000100000000000100000010000000000000
681,100000010000000000000000000000000000000000100000000100000000000100000010000000000001
190,100000010000000000000000000000000000000000100000000100000000000100000010000000001000
789,100000010000000000000000000000000000000000100000000100000000000100000010000000001001
223,100000010000000000000000000000000000000000100000000100000100100000000000000001000000
696,100000010000000000000000000000000000000000100000000100000100100000000000000001000001
236,100000010000000000000000000000000000000000100000000100000100100000000000000001000010
772,100000010000000000000000000000000000000000100000000100000100100000000000000001000011
263,100000010000000000000000000000000000000000100000000100100000000000000000001000000000
553,100000010000000000000000000000000000000000100000000100100000000000000000001000000001
556,100000010000000000000000000000000000000000100000000100100000000000000000001000000010
182,1000000100000000000000000000000000000000001000000001000000000001000000100000000000000
699,1000000100000000000000000000000000000000001000000001000000000001000000100000000000001
802,1000000100000000000000000000000000000000001000000001000000000001000000100000000000010
803,1000000100000000000000000000000000000000001000000001000000000001000000100000000000011
191,1000000100000000000000000000000000000000001000000001000000000001000000100000000010000
792,1000000100000000000000000000000000000000001000000001000000000001000000100000000010001
688,1000000100000000000000000000000000000000001000000001000000000001000000100000000010010
790,1000000100000000000000000000000000000000001000000001000000000001000000100000000010011
224,1000000100000000000000000000000000000000001000000001000001001000000000000000010000000
692,1000000100000000000000000000000000000000001000000001000001001000000000000000010000001
237,1000000100000000000000000000000000000000001000000001000001001000000000000000010000100
390,1000000100000000000000000000000000000000001000000001000001001000000000000000010000101
771,1000000100000000000000000000000000000000001000000001000001001000000000000000010000110
774,1000000100000000000000000000000000000000001000000001000001001000000000000000010000111
264,1000000100000000000000000000000000000000001000000001001000000000000000000010000000000
551,1000000100000000000000000000000000000000001000000001001000000000000000000010000000001
554,1000000100000000000000000000000000000000001000000001001000000000000000000010000000010
183,10000001000000000000000000000000000000000010000000010000000000010000001000000000000000
691,10000001000000000000000000000000000000000010000000010000000000010000001000000000000001
22,10000001000000000000000000000000000000000010000000010000000000010000001000000000000110
192,10000001000000000000000000000000000000000010000000010000000000010000001000000000100000
690,10000001000000000000000000000000000000000010000000010000000000010000001000000000100001
791,10000001000000000000000000000000000000000010000000010000000000010000001000000000100010
23,10000001000000000000000000000000000000000010000000010000000000010000001000000000100100
225,10000001000000000000000000000000000000000010000000010000010010000000000000000100000000
231,10000001000000000000000000000000000000000010000000010000010010000000000000000100000001
238,10000001000000000000000000000000000000000010000000010000010010000000000000000100001000
701,10000001000000000000000000000000000000000010000000010000010010000000000000000100001001
391,10000001000000000000000000000000000000000010000000010000010010000000000000000100001010
777,10000001000000000000000000000000000000000010000000010000010010000000000000000100001011
675,10000001000000000000000000000000000000000010000000010000010010000000000000000100001100
770,10000001000000000000000000000000000000000010000000010000010010000000000000000100001101
773,10000001000000000000000000000000000000000010000000010000010010000000000000000100001110
265,10000001000000000000000000000000000000000010000000010010000000000000000000100000000000
550,10000001000000000000000000000000000000000010000000010010000000000000000000100000000010
184,100000010000000000000000000000000000000000100000000100000000000100000010000000000000000
326,100000010000000000000000000000000000000000100000000100000000000100000010000000000000001
193,100000010000000000000000000000000000000000100000000100000000000100000010000000001000000
793,100000010000000000000000000000000000000000100000000100000000000100000010000000001000001
226,100000010000000000000000000000000000000000100000000100000100100000000000000001000000000
700,100000010000000000000000000000000000000000100000000100000100100000000000000001000000001
232,100000010000000000000000000000000000000000100000000100000100100000000000000001000000010
710,100000010000000000000000000000000000000000100000000100000100100000000000000001000000011
239,100000010000000000000000000000000000000000100000000100000100100000000000000001000010000
703,100000010000000000000000000000000000000000100000000100000100100000000000000001000010001
392,100000010000000000000000000000000000000000100000000100000100100000000000000001000010100
705,100000010000000000000000000000000000000000100000000100000100100000000000000001000010101
776,100000010000000000000000000000000000000000100000000100000100100000000000000001000010110
672,100000010000000000000000000000000000000000100000000100000100100000000000000001000011000
679,100000010000000000000000000000000000000000100000000100000100100000000000000001000011001
674,100000010000000000000000000000000000000000100000000100000100100000000000000001000011010
769,100000010000000000000000000000000000000000100000000100000100100000000000000001000011011
185,1000000100000000000000000000000000000000001000000001000000000001000000100000000000000000
708,1000000100000000000000000000000000000000001000000001000000000001000000100000000000000001
327,1000000100000000000000000000000000000000001000000001000000000001000000100000000000000010
695,1000000100000000000000000000000000000000001000000001000000000001000000100000000000000011
194,1000000100000000000000000000000000000000001000000001000000000001000000100000000010000000
693,1000000100000000000000000000000000000000001000000001000000000001000000100000000010000001
227,1000000100000000000000000000000000000000001000000001000001001000000000000000010000000000
702,1000000100000000000000000000000000000000001000000001000001001000000000000000010000000001
697,1000000100000000000000000000000000000000001000000001000001001000000000000000010000000010
698,1000000100000000000000000000000000000000001000000001000001001000000000000000010000000011
233,1000000100000000000000000000000000000000001000000001000001001000000000000000010000000100
240,1000000100000000000000000000000000000000001000000001000001001000000000000000010000100000
24,1000000100000000000000000000000000000000001000000001000001001000000000000000010000100010
869,1000000100000000000000000000000000000000001000000001000001001000000000000000010000101000
25,1000000100000000000000000000000000000000001000000001000001001000000000000000010000101010
673,1000000100000000000000000000000000000000001000000001000001001000000000000000010000110100
669,1000000100000000000000000000000000000000001000000001000001001000000000000000010000110110
768,1000000100000000000000000000000000000000001000000001000001001000000000000000010000110111
27,10000001000000000000000000000000000000000010000000010000000000010000001000000000000000000
328,10000001000000000000000000000000000000000010000000010000000000010000001000000000000000100
694,10000001000000000000000000000000000000000010000000010000000000010000001000000000000000101
195,10000001000000000000000000000000000000000010000000010000000000010000001000000000100000000
794,10000001000000000000000000000000000000000010000000010000000000010000001000000000100000001
228,10000001000000000000000000000000000000000010000000010000010010000000000000000100000000000
706,10000001000000000000000000000000000000000010000000010000010010000000000000000100000000001
29,10000001000000000000000000000000000000000010000000010000010010000000000000000100000001000
241,10000001000000000000000000000000000000000010000000010000010010000000000000000100001000000
711,10000001000000000000000000000000000000000010000000010000010010000000000000000100001000001
709,10000001000000000000000000000000000000000010000000010000010010000000000000000100001000100
870,10000001000000000000000000000000000000000010000000010000010010000000000000000100001010000
871,10000001000000000000000000000000000000000010000000010000010010000000000000000100001010001
767,10000001000000000000000000000000000000000010000000010000010010000000000000000100001101110
186,100000010000000000000000000000000000000000100000000100000000000100000010000000000000000000
329,100000010000000000000000000000000000000000100000000100000000000100000010000000000000001000
804,100000010000000000000000000000000000000000100000000100000000000100000010000000000000001001
196,100000010000000000000000000000000000000000100000000100000000000100000010000000001000000000
704,100000010000000000000000000000000000000000100000000100000000000100000010000000001000000001
229,100000010000000000000000000000000000000000100000000100000100100000000000000001000000000000
717,100000010000000000000000000000000000000000100000000100000100100000000000000001000000000001
234,100000010000000000000000000000000000000000100000000100000100100000000000000001000000010000
862,100000010000000000000000000000000000000000100000000100000100100000000000000001000010100000
712,100000010000000000000000000000000000000000100000000100000100100000000000000001000010100010
686,100000010000000000000000000000000000000000100000000100000100100000000000000001000011011100
775,100000010000000000000000000000000000000000100000000100000100100000000000000001000011011101
28,1000000100000000000000000000000000000000001000000001000000000001000000100000000000000000000
197,1000000100000000000000000000000000000000001000000001000000000001000000100000000010000000000
707,1000000100000000000000000000000000000000001000000001000000000001000000100000000010000000001
230,1000000100000000000000000000000000000000001000000001000001001000000000000000010000000000000
26,1000000100000000000000000000000000000000001000000001000001001000000000000000010000101000000
687,1000000100000000000000000000000000000000001000000001000001001000000000000000010000110111000
