"rid", "binaryID"
531,100000010000000000000000000000000000000000100000000100100000000001110
822,100000010000000000000000000000000000000000100000000100100000000001111
138,1000000100000000000000000000000000000000001000000001000000000000000000
853,1000000100000000000000000000000000000000001000000001000000000000000001
162,1000000100000000000000000000000000000000001000000001000000000001000000
335,1000000100000000000000000000000000000000001000000001000000000001000001
207,1000000100000000000000000000000000000000001000000001000001001000000000
758,1000000100000000000000000000000000000000001000000001000001001000000010
760,1000000100000000000000000000000000000000001000000001000001001000000011
253,1000000100000000000000000000000000000000001000000001001000000000000000
561,1000000100000000000000000000000000000000001000000001001000000000000001
368,1000000100000000000000000000000000000000001000000001001000000000000100
583,1000000100000000000000000000000000000000001000000001001000000000000101
525,1000000100000000000000000000000000000000001000000001001000000000011000
526,1000000100000000000000000000000000000000001000000001001000000000011001
534,1000000100000000000000000000000000000000001000000001001000000000011110
857,1000000100000000000000000000000000000000001000000001001000000000011111
139,10000001000000000000000000000000000000000010000000010000000000000000000
626,10000001000000000000000000000000000000000010000000010000000000000000001
163,10000001000000000000000000000000000000000010000000010000000000010000000
168,10000001000000000000000000000000000000000010000000010000000000010000001
336,10000001000000000000000000000000000000000010000000010000000000010000010
627,10000001000000000000000000000000000000000010000000010000000000010000011
208,10000001000000000000000000000000000000000010000000010000010010000000000
606,10000001000000000000000000000000000000000010000000010000010010000000001
600,10000001000000000000000000000000000000000010000000010000010010000000100
759,10000001000000000000000000000000000000000010000000010000010010000000101
254,10000001000000000000000000000000000000000010000000010010000000000000000
835,10000001000000000000000000000000000000000010000000010010000000000000001
370,10000001000000000000000000000000000000000010000000010010000000000001000
586,10000001000000000000000000000000000000000010000000010010000000000001001
12,10000001000000000000000000000000000000000010000000010010000000000111100
14,10000001000000000000000000000000000000000010000000010010000000000111110
140,100000010000000000000000000000000000000000100000000100000000000000000000
634,100000010000000000000000000000000000000000100000000100000000000000000001
164,100000010000000000000000000000000000000000100000000100000000000100000000
662,100000010000000000000000000000000000000000100000000100000000000100000001
169,100000010000000000000000000000000000000000100000000100000000000100000010
786,100000010000000000000000000000000000000000100000000100000000000100000011
337,100000010000000000000000000000000000000000100000000100000000000100000100
623,100000010000000000000000000000000000000000100000000100000000000100000101
209,100000010000000000000000000000000000000000100000000100000100100000000000
610,100000010000000000000000000000000000000000100000000100000100100000000010
615,100000010000000000000000000000000000000000100000000100000100100000000011
255,100000010000000000000000000000000000000000100000000100100000000000000000
823,100000010000000000000000000000000000000000100000000100100000000000000001
369,100000010000000000000000000000000000000000100000000100100000000000010000
141,1000000100000000000000000000000000000000001000000001000000000000000000000
640,1000000100000000000000000000000000000000001000000001000000000000000000001
165,1000000100000000000000000000000000000000001000000001000000000001000000000
646,1000000100000000000000000000000000000000001000000001000000000001000000001
170,1000000100000000000000000000000000000000001000000001000000000001000000100
641,1000000100000000000000000000000000000000001000000001000000000001000000101
633,1000000100000000000000000000000000000000001000000001000000000001000000110
644,1000000100000000000000000000000000000000001000000001000000000001000000111
338,1000000100000000000000000000000000000000001000000001000000000001000001000
624,1000000100000000000000000000000000000000001000000001000000000001000001010
210,1000000100000000000000000000000000000000001000000001000001001000000000000
611,1000000100000000000000000000000000000000001000000001000001001000000000100
614,1000000100000000000000000000000000000000001000000001000001001000000000110
619,1000000100000000000000000000000000000000001000000001000001001000000000111
256,1000000100000000000000000000000000000000001000000001001000000000000000000
833,1000000100000000000000000000000000000000001000000001001000000000000000001
566,1000000100000000000000000000000000000000001000000001001000000000000000010
824,1000000100000000000000000000000000000000001000000001001000000000000000011
371,1000000100000000000000000000000000000000001000000001001000000000000100000
142,10000001000000000000000000000000000000000010000000010000000000000000000000
854,10000001000000000000000000000000000000000010000000010000000000000000000001
166,10000001000000000000000000000000000000000010000000010000000000010000000000
667,10000001000000000000000000000000000000000010000000010000000000010000000001
171,10000001000000000000000000000000000000000010000000010000000000010000001000
647,10000001000000000000000000000000000000000010000000010000000000010000001001
632,10000001000000000000000000000000000000000010000000010000000000010000001100
211,10000001000000000000000000000000000000000010000000010000010010000000000000
607,10000001000000000000000000000000000000000010000000010000010010000000000001
618,10000001000000000000000000000000000000000010000000010000010010000000001110
872,10000001000000000000000000000000000000000010000000010010000000000000000000
576,10000001000000000000000000000000000000000010000000010010000000000000000110
825,10000001000000000000000000000000000000000010000000010010000000000000000111
143,100000010000000000000000000000000000000000100000000100000000000000000000000
364,100000010000000000000000000000000000000000100000000100000000000000000000001
167,100000010000000000000000000000000000000000100000000100000000000100000000000
654,100000010000000000000000000000000000000000100000000100000000000100000000001
19,100000010000000000000000000000000000000000100000000100000000000100000000010
172,100000010000000000000000000000000000000000100000000100000000000100000010000
649,100000010000000000000000000000000000000000100000000100000000000100000010001
212,100000010000000000000000000000000000000000100000000100000100100000000000000
372,100000010000000000000000000000000000000000100000000100000100100000000000001
878,100000010000000000000000000000000000000000100000000100100000000000000000000
890,100000010000000000000000000000000000000000100000000100100000000000000000001
584,100000010000000000000000000000000000000000100000000100100000000000000001100
590,100000010000000000000000000000000000000000100000000100100000000000000001101
577,100000010000000000000000000000000000000000100000000100100000000000000001110
829,100000010000000000000000000000000000000000100000000100100000000000000001111
144,1000000100000000000000000000000000000000001000000001000000000000000000000000
855,1000000100000000000000000000000000000000001000000001000000000000000000000001
365,1000000100000000000000000000000000000000001000000001000000000000000000000010
645,1000000100000000000000000000000000000000001000000001000000000000000000000011
20,1000000100000000000000000000000000000000001000000001000000000001000000000000
173,1000000100000000000000000000000000000000001000000001000000000001000000100000
652,1000000100000000000000000000000000000000001000000001000000000001000000100001
213,1000000100000000000000000000000000000000001000000001000001001000000000000000
631,1000000100000000000000000000000000000000001000000001000001001000000000000001
373,1000000100000000000000000000000000000000001000000001000001001000000000000010
617,1000000100000000000000000000000000000000001000000001000001001000000000000011
859,1000000100000000000000000000000000000000001000000001001000000000000000000000
873,1000000100000000000000000000000000000000001000000001001000000000000000000010
880,1000000100000000000000000000000000000000001000000001001000000000000000000011
588,1000000100000000000000000000000000000000001000000001001000000000000000011000
595,1000000100000000000000000000000000000000001000000001001000000000000000011001
18,1000000100000000000000000000000000000000001000000001001000000000000000011010
145,10000001000000000000000000000000000000000010000000010000000000000000000000000
332,10000001000000000000000000000000000000000010000000010000000000000000000000001
21,10000001000000000000000000000000000000000010000000010000000000000000000000100
174,10000001000000000000000000000000000000000010000000010000000000010000001000000
656,10000001000000000000000000000000000000000010000000010000000000010000001000001
650,10000001000000000000000000000000000000000010000000010000000000010000001000010
651,10000001000000000000000000000000000000000010000000010000000000010000001000011
214,10000001000000000000000000000000000000000010000000010000010010000000000000000
643,10000001000000000000000000000000000000000010000000010000010010000000000000001
357,10000001000000000000000000000000000000000010000000010000010010000000000000100
374,10000001000000000000000000000000000000000010000000010000010010000000000000101
266,10000001000000000000000000000000000000000010000000010010000000000000000000000
536,10000001000000000000000000000000000000000010000000010010000000000000000000001
874,10000001000000000000000000000000000000000010000000010010000000000000000000100
875,10000001000000000000000000000000000000000010000000010010000000000000000000101
860,10000001000000000000000000000000000000000010000000010010000000000000000000110
589,10000001000000000000000000000000000000000010000000010010000000000000000110000
594,10000001000000000000000000000000000000000010000000010010000000000000000110100
146,100000010000000000000000000000000000000000100000000100000000000000000000000000
150,100000010000000000000000000000000000000000100000000100000000000000000000000001
333,100000010000000000000000000000000000000000100000000100000000000000000000000010
811,100000010000000000000000000000000000000000100000000100000000000000000000000011
175,100000010000000000000000000000000000000000100000000100000000000100000010000000
666,100000010000000000000000000000000000000000100000000100000000000100000010000001
215,100000010000000000000000000000000000000000100000000100000100100000000000000000
217,100000010000000000000000000000000000000000100000000100000100100000000000000001
358,100000010000000000000000000000000000000000100000000100000100100000000000001000
637,100000010000000000000000000000000000000000100000000100000100100000000000001001
375,100000010000000000000000000000000000000000100000000100000100100000000000001010
842,100000010000000000000000000000000000000000100000000100000100100000000000001011
257,100000010000000000000000000000000000000000100000000100100000000000000000001000
876,100000010000000000000000000000000000000000100000000100100000000000000000001010
147,1000000100000000000000000000000000000000001000000001000000000000000000000000000
814,1000000100000000000000000000000000000000001000000001000000000000000000000000001
151,1000000100000000000000000000000000000000001000000001000000000000000000000000010
808,1000000100000000000000000000000000000000001000000001000000000000000000000000011
334,1000000100000000000000000000000000000000001000000001000000000000000000000000100
608,1000000100000000000000000000000000000000001000000001000000000000000000000000101
176,1000000100000000000000000000000000000000001000000001000000000001000000100000000
658,1000000100000000000000000000000000000000001000000001000000000001000000100000001
216,1000000100000000000000000000000000000000001000000001000001001000000000000000000
628,1000000100000000000000000000000000000000001000000001000001001000000000000000001
218,1000000100000000000000000000000000000000001000000001000001001000000000000000010
761,1000000100000000000000000000000000000000001000000001000001001000000000000000011
359,1000000100000000000000000000000000000000001000000001000001001000000000000010000
838,1000000100000000000000000000000000000000001000000001000001001000000000000010001
638,1000000100000000000000000000000000000000001000000001000001001000000000000010010
376,1000000100000000000000000000000000000000001000000001000001001000000000000010100
653,1000000100000000000000000000000000000000001000000001000001001000000000000010101
843,1000000100000000000000000000000000000000001000000001000001001000000000000010110
258,1000000100000000000000000000000000000000001000000001001000000000000000000010000
575,1000000100000000000000000000000000000000001000000001001000000000000000000010001
877,1000000100000000000000000000000000000000001000000001001000000000000000000010100
879,1000000100000000000000000000000000000000001000000001001000000000000000000010101
148,10000001000000000000000000000000000000000010000000010000000000000000000000000000
352,10000001000000000000000000000000000000000010000000010000000000000000000000000001
621,10000001000000000000000000000000000000000010000000010000000000000000000000000010
813,10000001000000000000000000000000000000000010000000010000000000000000000000000011
152,10000001000000000000000000000000000000000010000000010000000000000000000000000100
655,10000001000000000000000000000000000000000010000000010000000000000000000000000101
177,10000001000000000000000000000000000000000010000000010000000000010000001000000000
661,10000001000000000000000000000000000000000010000000010000000000010000001000000001
612,10000001000000000000000000000000000000000010000000010000010010000000000000000010
622,10000001000000000000000000000000000000000010000000010000010010000000000000000011
219,10000001000000000000000000000000000000000010000000010000010010000000000000000100
764,10000001000000000000000000000000000000000010000000010000010010000000000000000101
762,10000001000000000000000000000000000000000010000000010000010010000000000000000110
763,10000001000000000000000000000000000000000010000000010000010010000000000000000111
360,10000001000000000000000000000000000000000010000000010000010010000000000000100000
841,10000001000000000000000000000000000000000010000000010000010010000000000000100001
839,10000001000000000000000000000000000000000010000000010000010010000000000000100010
377,10000001000000000000000000000000000000000010000000010000010010000000000000101000
660,10000001000000000000000000000000000000000010000000010000010010000000000000101001
259,10000001000000000000000000000000000000000010000000010010000000000000000000100000
548,10000001000000000000000000000000000000000010000000010010000000000000000000100001
861,10000001000000000000000000000000000000000010000000010010000000000000000000101000
864,10000001000000000000000000000000000000000010000000010010000000000000000000101010
149,100000010000000000000000000000000000000000100000000100000000000000000000000000000
636,100000010000000000000000000000000000000000100000000100000000000000000000000000001
353,100000010000000000000000000000000000000000100000000100000000000000000000000000010
664,100000010000000000000000000000000000000000100000000100000000000000000000000000011
153,100000010000000000000000000000000000000000100000000100000000000000000000000001000
