model,tailup,taildown,euclid,AIC,AICc,pseudo_r2,tailup_de,tailup_range,taildown_de,taildown_range,euclid_de,euclid_range,nugget,tailup_prop,taildown_prop,euclid_prop,nugget_prop,total_spatial_de,rank_aic,rank_pseudo_r2,rank_total_spatial_de,range_flag
mariah_exponential_jbessel,mariah,exponential,jbessel,-143.11847266965165,-141.36847266965165,0.5643994206617158,0.0032991164702569965,2013473.1991775276,2.913266657153166e-7,954561.0525622702,0.001899450080160831,60057.80298023403,2.0722821534446814e-4,0.26582947832837533,2.347392590362682e-5,0.153050014593941,0.016697612490064333,0.005198857877083543,27,18,23,TRUE
mariah_linear_jbessel,mariah,linear,jbessel,-143.1150446030662,-141.3650446030662,0.5662748000962758,0.003298741051626846,1830347.4401834705,1.2121800636826027e-6,581552.8367627902,0.0018634535298707297,5365.7804075262075,2.1563168757343572e-4,0.2659856655751613,9.774108242796106e-5,0.15025487592201522,0.017386917324119667,0.005163406761561258,28,17,26,TRUE
mariah_none_gaussian,mariah,none,gaussian,-142.55217991555728,-141.64308900646637,0.3322865136474922,0.0035661559915320714,2350981.2659588563,NA,NA,0.005513377932884333,37382.14510684462,0.0018908457498302536,0.21705451595013095,0,0.33557241503567026,0.11508655536670656,0.009079533924416405,29,48,4,TRUE
mariah_none_cubic,mariah,none,cubic,-141.3947243538552,-140.4856334447643,0.5625652383193522,0.0035323316630645938,1771489.787646863,NA,NA,4.525822488302784e-6,51097.973408276994,0.0018828748790985464,0.2850998084863994,0,3.652859492642065e-4,0.1519696672449842,0.0035368574855528965,30,22,40,TRUE
mariah_linear_none,mariah,linear,none,-141.39236987664142,-140.48327896755052,0.5640228841695556,0.0035273904185415114,1714801.3259621558,3.5474315740001483e-6,60879.408997680366,NA,NA,0.0018867419057412315,0.2838598016837703,2.8547257422635564e-4,0,0.15183184157244772,0.0035309378501155115,31,19,42,TRUE
mariah_exponential_none,mariah,exponential,none,-141.38548575857047,-140.47639484947956,0.5601097578973092,0.0036440051509209013,1886532.0325704627,1.579287627033042e-6,50553.87922514366,NA,NA,0.0018977983307898545,0.2891668092862974,1.253229743484481e-4,0,0.15059810984204494,0.0036455844385479344,32,23,38,TRUE
epa_linear_gaussian,epa,linear,gaussian,-141.03155055686986,-139.28155055686986,0.3479234515754501,0.0029266019369869802,60266.78070865908,8.329644531607706e-5,67021.71832084858,0.005772111045379688,42889.29359623727,0.0017699484333985856,0.18085444566848452,0.005147448395152679,0.35669761926140775,0.10937703509950485,0.008782009427682745,33,40,8,FALSE
epa_exponential_gaussian,epa,exponential,gaussian,-141.01359532512774,-139.26359532512774,0.35183467827859094,0.0028831887787279143,59131.91132683838,9.469575745593012e-5,61623.295019979065,0.005864535433376329,42433.68242521125,0.0018410351538740754,0.17492309002623538,0.005745192485756896,0.35580141929767944,0.11169561991173724,0.008842419969560174,34,38,7,FALSE
epa_mariah_cubic,epa,mariah,cubic,-140.9330891801944,-139.1830891801944,0.3534243938292887,0.002826132373215633,56661.16767729917,1.4081588618011775e-5,1146340.765387843,0.006129621935180605,113076.2481585377,0.0018302913159799694,0.16919321562546366,8.430281900367858e-4,0.3669645681180746,0.10957479423713627,0.00896983589701425,35,37,6,TRUE
epa_exponential_cubic,epa,exponential,cubic,-140.91416416757036,-139.16416416757036,0.3548834374003764,0.0030091086093052754,56685.549115281174,1.2035153961200029e-4,342335.28465937503,0.005417978072506617,105875.95191219632,0.0018425347904618226,0.1868364624531043,0.007472663446695012,0.3364038950223645,0.11440354167745967,0.008547438221423892,36,35,10,FALSE
epa_linear_cubic,epa,linear,cubic,-140.80842791700232,-139.05842791700232,0.3654406824249473,0.0029413681797878176,65331.59574330702,1.466517576659087e-4,120921.44969594151,0.003981260430498868,104808.11384971789,0.0019081844018734855,0.20790642266583814,0.010365870727606748,0.28140972609072845,0.13487729809087928,0.0070692803679525944,37,33,16,FALSE
linear_linear_gaussian,linear,linear,gaussian,-140.77856906986833,-139.02856906986833,0.3447872610697832,0.002959226121694494,52893.728133539305,5.6595684188004364e-5,68706.95619061463,0.006022064160047424,45172.88428862452,0.0017924574925404385,0.1790268849500678,0.003423918492580222,0.36432207043556214,0.1084398650520067,0.009037885965929922,38,41,5,FALSE
linear_exponential_gaussian,linear,exponential,gaussian,-140.75394365022984,-139.00394365022984,0.34408823897787244,0.0029103646502423165,45852.144457557355,1.1007476916222277e-4,70717.70321633984,0.00791430497242925,48411.72304044989,0.0018024094582884548,0.14987197496547985,0.005668404145452384,0.40755460543349165,0.09281677647770369,0.010934744391833789,39,42,2,FALSE
linear_mariah_cubic,linear,mariah,cubic,-140.67431064523177,-138.92431064523177,0.3562838910401489,0.0028736651817349614,45675.61194523432,3.030987738390863e-6,20631106.87429097,0.006511990681006963,120260.88068620002,0.0018864452846586715,0.1640623406509666,1.7304414794230122e-4,0.37178041485621494,0.10770030930472725,0.009388686850480315,40,34,3,TRUE
linear_linear_cubic,linear,linear,cubic,-140.6141025231445,-138.8641025231445,0.35486989254573886,0.002937516323496759,53184.67649998569,3.6212026191501437e-4,361347.6736906251,0.004637611993559609,104236.35060748292,0.0018167637114132786,0.1942872496986956,0.023950624268834663,0.3067315310526735,0.12016070243405749,0.007937248578971382,41,36,14,FALSE
linear_exponential_cubic,linear,exponential,cubic,-140.35973193824813,-138.60973193824813,0.375017541398006,0.0028460398820937065,53349.726870823535,6.549529745933423e-4,128749.30309888048,0.0029554871850169316,88716.73562449416,0.0018528688737164077,0.2140631018020338,0.04926187653167376,0.22229511193478604,0.13936236833350038,0.00645648004170398,42,32,17,FALSE
mariah_mariah_gaussian,mariah,mariah,gaussian,-138.8105164013181,-137.0605164013181,0.3391475671520169,0.002997656422489015,2519973.9336242354,1.2550827013967563e-9,234202.35505045604,0.005427471918382275,33730.12798836265,0.00186916946472329,0.19243743823330434,8.057124159251846e-8,0.34842178183631056,0.11999313220712662,0.008425129595953991,43,44,11,TRUE
mariah_linear_gaussian,mariah,linear,gaussian,-138.8026831295185,-137.0526831295185,0.3373617909640926,0.003093485312712871,2380783.567529854,9.302284685560384e-9,285513.9244280206,0.005487697875469068,34243.67013831969,0.0018552514491564072,0.19641379565240907,5.906273534972421e-7,0.3484288626440247,0.1177949601121202,0.008581192490466624,44,45,9,TRUE
mariah_exponential_gaussian,mariah,exponential,gaussian,-138.729781301953,-136.979781301953,0.33644440865465075,0.003139810634265548,3738179.120174276,5.928618434785205e-10,397646.8431657773,0.005074265826042049,32668.49748331221,0.001899178322381649,0.20601070820076683,3.889912560564078e-8,0.3329350773622042,0.1246097668832527,0.00821407705316944,45,46,13,TRUE
mariah_mariah_cubic,mariah,mariah,cubic,-138.5697394877471,-136.8197394877471,0.3438924344627451,0.0029449812958411313,2443187.387247122,2.4016444948729983e-9,50407.334264772544,0.004990600092697607,79920.0135663723,0.0018987358632873814,0.19647770020218702,1.6022838166145865e-7,0.33295343173376235,0.12667627337292392,0.007935583790183233,46,43,15,TRUE
mariah_exponential_cubic,mariah,exponential,cubic,-137.4183183554172,-135.6683183554172,0.5245520227215792,0.0034952882653539077,1893272.1299720167,4.0949863863156956e-4,173197.4162580574,1.6310632057373894e-8,156814.91270170332,0.0018778138562333907,0.2873833275498171,0.03366906316814039,1.3410635573470267e-6,0.15439424549690595,0.0039048032146175348,47,28,36,TRUE
mariah_linear_cubic,mariah,linear,cubic,-137.41769630328187,-135.66769630328187,0.5475566307648627,0.003659030836374641,1781443.296155953,4.034111362048754e-5,67655.4937761125,1.6743500782304366e-5,35454.571424284106,0.0018886594266204625,0.2953739045649589,0.0032565214061951193,0.001351612878741346,0.15246133038524198,0.003716115450777433,48,25,37,TRUE
