model,tailup,taildown,euclid,AIC,AICc,pseudo_r2,tailup_de,tailup_range,taildown_de,taildown_range,euclid_de,euclid_range,nugget,tailup_prop,taildown_prop,euclid_prop,nugget_prop,total_spatial_de,rank_aic,rank_pseudo_r2,rank_total_spatial_de,range_flag
linear_linear_jbessel,linear,linear,jbessel,-137.0605194334387,-135.3105194334387,0.5745304593270839,0.0029996520640544395,86157.77307529181,6.613168527596596e-4,776511.9187495076,0.001976075469643721,1346281.0755363812,2.1222693999761218e-4,0.21819138053990755,0.04810345800002696,0.14373754874418151,0.015437153388800074,0.00563704438645782,16,45,4,TRUE
mariah_linear_jbessel,mariah,linear,jbessel,-136.9104241737746,-135.1604241737746,0.5876607068336683,0.002876237992188721,5088881.949535612,1.9113740428288882e-7,2517245655.2037582,0.0020508582175656808,14185.096808742277,2.0540026724832222e-4,0.2310652877740479,1.5355203375017647e-5,0.16475762628563864,0.016501023903270177,0.004927287347158684,17,23,11,TRUE
mariah_mariah_jbessel,mariah,mariah,jbessel,-136.90449800727103,-135.15449800727103,0.5856748054914956,0.002949643844065641,5998915.994824929,3.9224275611153656e-4,0.08272837667313125,0.0016877222921690524,343219536.4417136,2.124561517609409e-4,0.23313555805591102,0.03100229677675508,0.13339511453894606,0.016792225136892165,0.0050296088923462295,18,27,7,TRUE
mariah_exponential_jbessel,mariah,exponential,jbessel,-136.88823855391112,-135.13823855391112,0.5847940556253968,0.00282429854271286,5899452.736553352,1.9841045705899644e-4,1612289.6205020205,0.0020648473187371437,68483.70157928346,2.026588467653324e-4,0.22166689009559376,0.0155723725072164,0.16206087166232766,0.015905810109465436,0.0050875563185090004,19,29,6,TRUE
epa_linear_none,epa,linear,none,-135.0202014902229,-134.11111058113198,0.5911789110382257,0.003120827910769794,113027.92970294035,9.186370004735691e-5,1460475.5700182135,NA,NA,0.002051867758145086,0.24234891764449923,0.007133705835066183,0,0.15933846548220884,0.003212691610817151,20,18,25,TRUE
epa_exponential_none,epa,exponential,none,-134.96761322667587,-134.05852231758496,0.5820738318589269,0.0031433732651572257,110638.1587555167,5.699902329605228e-5,74714.90044617791,NA,NA,0.002034318968049028,0.2509599667625926,0.00455067590936008,0,0.16241552546912044,0.003200372288453278,21,35,30,FALSE
epa_none_gaussian,epa,none,gaussian,-134.94560740288168,-134.03651649379077,0.5858679082250244,0.0030564813578668163,127446.41174959845,NA,NA,2.630482130818695e-5,12294.84179337121,0.0020424891351502887,0.24696956564785724,0,0.002125480096977091,0.16503704603014124,0.003082786179175003,22,26,43,FALSE
linear_linear_none,linear,linear,none,-134.93807342555996,-134.02898251646906,0.5947876961055445,0.0030186934740588788,86180.0099792725,1.5040102645305135e-4,1106248.33706285,NA,NA,0.002034217562517855,0.23508329359402372,0.011712606451215845,0,0.158416403849216,0.00316909450051193,23,11,32,TRUE
linear_none_gaussian,linear,none,gaussian,-134.9334934061017,-134.02440249701078,0.5918375286520001,0.003172862670269724,91114.318692251225,NA,NA,6.637010128575031e-5,191847.38749072995,0.002054240096509189,0.24464911807861653,0,0.0051175825851192385,0.1583957706842641,0.0032392327715554743,24,16,23,FALSE
linear_none_cubic,linear,none,cubic,-134.91686058048666,-134.00776967139575,0.5848887237646101,0.0031220801272997534,86621.24703518547,NA,NA,3.0795301416033536e-5,76045.87386994653,0.002004023688436672,0.25131588512985714,0,0.0024789076889915936,0.16131648341654115,0.003152875428715787,25,28,36,FALSE
epa_none_cubic,epa,none,cubic,-134.90662461265086,-133.99753370355995,0.5733418350527192,0.0032527863577799685,118971.64722330493,NA,NA,5.399807965112275e-5,47232.16940850426,0.0020467987182241076,0.25923345505709267,0,0.004303420887427224,0.16312128900276088,0.0033067844374310915,26,46,20,FALSE
linear_exponential_none,linear,exponential,none,-134.90133346854398,-133.99224255945308,0.5845961061518592,0.0031578600885828222,86989.63155143573,5.417447483179532e-5,121644.33606890762,NA,NA,0.0019765159557540613,0.2528234758780217,0.004337297615040195,0,0.15824312035507895,0.0032120345634146174,27,30,26,FALSE
mariah_mariah_none,mariah,mariah,none,-134.58183368868666,-133.67274277959575,0.5830418424975916,0.003119271729003847,4579893.773726177,9.757508235954336e-8,152205.4922601321,NA,NA,0.0020632487377853087,0.2509553631710681,7.85022670590039e-6,0,0.16599494410463442,0.0031193693040862066,28,33,40,TRUE
mariah_none_gaussian,mariah,none,gaussian,-134.57633042834263,-133.66723951925172,0.5816099421826124,0.003207800631493672,4390016.729623034,NA,NA,4.5710707638882775e-7,303061.23049143964,0.0020760374523904703,0.2539812488093295,0,3.619197058601398e-5,0.1643726170374721,0.0032082577385700605,29,38,27,TRUE
mariah_exponential_none,mariah,exponential,none,-134.57622980205693,-133.66713889296602,0.5815964667993414,0.003207800631493672,4390016.729623034,4.5710707638882775e-7,554039.8981478527,NA,NA,0.0020760374523904703,0.253989428962293,3.619313624630123e-5,0,0.16437791110211933,0.0032082577385700605,30,39,27,TRUE
mariah_none_cubic,mariah,none,cubic,-134.56620569443092,-133.65711478534,0.5757328802781287,0.0032153050628388304,4604719.482785129,NA,NA,6.358997653582081e-5,287220.06228686916,0.0020788883660965503,0.25461055716525516,0,0.005035503331561299,0.1646210592250548,0.003278895039374651,31,44,22,TRUE
mariah_linear_none,mariah,linear,none,-134.5501994075557,-133.6411084984648,0.5780579668355101,0.003219293043672664,3949015.8197946493,6.060475856659864e-5,462681.8969819973,NA,NA,0.002057866299289655,0.2544801580516575,0.004790712845797936,0,0.1626711622670344,0.0032798978022392624,32,43,21,TRUE
epa_linear_gaussian,epa,linear,gaussian,-131.02791206691265,-129.27791206691265,0.5959559763473179,0.0030422381344460342,106646.13121603632,3.974449812963956e-4,55736950.941405706,1.0902609642467214e-10,1383.461704271133,0.0020502689125118817,0.22389960896091174,0.02925075946165002,8.02399394039013e-9,0.1508936472061264,0.003439683224768526,33,7,19,TRUE
epa_linear_cubic,epa,linear,cubic,-131.0239985450373,-129.2739985450373,0.5945189763502421,0.0030299383563393272,111160.51974356784,1.5412472632502516e-5,425506.63461265014,9.421292413637094e-7,33906.85568110301,0.002051950739639525,0.2409815181729329,0.0012258074643691813,7.493080987074516e-5,0.1631987672025851,0.0030462929582131936,34,13,46,FALSE
epa_mariah_cubic,epa,mariah,cubic,-131.0162398008952,-129.2662398008952,0.5892150260473825,0.003025635666691391,117096.42311047274,1.1799683481479575e-5,32692586.13211908,6.846432908825797e-5,317845.0152748006,0.0020412738595031324,0.2414695481260822,9.417076449985837e-4,0.005463992505672454,0.1629097256758643,0.0031058996792611283,35,21,41,TRUE
epa_exponential_gaussian,epa,exponential,gaussian,-131.00888501596248,-129.25888501596248,0.5895287113521489,0.0030058142118777552,106689.34551618937,2.2948252224871137e-5,7195414.979478558,3.860621066261817e-5,60554.281432423726,0.002072602813512782,0.24004032625457813,0.0018326169093429133,0.003083040650446138,0.1655153048334839,0.0030673686747652446,36,20,45,TRUE
epa_exponential_cubic,epa,exponential,cubic,-130.97451315658495,-129.22451315658495,0.5812668460672461,0.003090780273215632,108079.97236041186,2.459074380004354e-5,1061268.4131639474,3.5804231277672074e-5,62509.089426013365,0.0020097397931870976,0.2507718421083457,0.001995181014642471,0.0029049923446786098,0.16306113846508719,0.0031511752482933477,37,40,37,TRUE
linear_mariah_cubic,linear,mariah,cubic,-130.94954207508337,-129.19954207508337,0.5942129871932134,0.0030874744984179738,89031.47242400875,1.1514775215343458e-5,80424410.9482818,3.106879553693479e-5,347806.1156550796,0.0020386789558823745,0.24239133230373727,9.040015414071625e-4,0.002439147836566367,0.16005253112507586,0.0031300580691702522,38,14,39,TRUE
linear_exponential_cubic,linear,exponential,cubic,-130.94924381672544,-129.19924381672544,0.597598517528241,0.0030336900063137073,87852.0629339423,0.0019606504820631147,681793330492.4434,2.025594328339501e-6,27450.12357777112,0.002038820352460599,0.17352224665978344,0.11214609134556316,1.1586077613179798e-4,0.1166172836902806,0.004996366082705162,39,5,8,TRUE
linear_linear_cubic,linear,linear,cubic,-130.89789245783058,-129.14789245783058,0.5880728858878888,0.0029415286448822705,90466.14543738546,1.2166662763459875e-5,51734.981103666134,1.2477351606904498e-4,283762.5652315044,0.002081376183216553,0.23483174477852864,9.713040360310986e-4,0.009961073311872619,0.16616299198567888,0.003078468823714775,40,22,44,FALSE
linear_exponential_gaussian,linear,exponential,gaussian,-130.89605441309234,-129.14605441309234,0.586046816230928,0.003147718653391958,88375.26433418212,2.360768770564087e-5,2097362.477661768,3.126077096179036e-5,23401.008857635192,0.0020579023411308544,0.24769713346553385,0.0018577125900802747,0.002459941376531239,0.16193839633692658,0.0032025871120593893,41,25,29,TRUE
linear_linear_gaussian,linear,linear,gaussian,-130.86952499893366,-129.11952499893366,0.5699924138558763,0.0031173286702867913,85387.12964650671,2.174838682424111e-4,399820.8188979243,6.964070564171311e-4,273610.2269649009,0.002017015453278544,0.22163076766028061,0.015462314619477849,0.04951201712829513,0.1434024867360701,0.0040312195949463335,42,47,18,FALSE
mariah_exponential_cubic,mariah,exponential,cubic,-130.58178451625835,-128.83178451625835,0.5828055438819356,0.0031454011925263286,4300416.740291639,3.4644854628069937e-6,41176559.874416605,2.2235409213917973e-10,1511021.522892468,0.0020586895553478114,0.2519884715495553,2.7755136564223205e-4,1.781352024475392e-8,0.16492841538934663,0.0031488659003432277,43,34,38,TRUE
mariah_linear_cubic,mariah,linear,cubic,-130.57957954440073,-128.82957954440073,0.5816424882550242,0.003159068194509358,4231119.751781765,4.812072318596535e-7,1034366.9655163414,1.6512740560131727e-6,145175.03526028935,0.002044775762104214,0.2538659029775363,3.86702979846071e-5,1.326980468550063e-4,0.16432024042259985,0.003161200675797231,44,37,35,TRUE
mariah_linear_gaussian,mariah,linear,gaussian,-130.5787646480059,-128.8287646480059,0.5837266085991903,0.0031354733356058046,4578417.349945546,3.5613787477618333e-9,2017134.9704346606,2.965385702420947e-5,535761.6141816172,0.002093862516758291,0.24818706772542887,2.8189943075879906e-7,0.00234723852951079,0.1657388032464392,0.0031651307540087616,45,32,34,TRUE
mariah_exponential_gaussian,mariah,exponential,gaussian,-130.56617903819617,-128.81617903819617,0.5797422556176686,0.003232638082849771,4632119.620253951,6.247999983525273e-7,106660.23466698854,2.661570927127102e-6,17138.426554276837,0.0020811460988320175,0.25550557880724334,4.9383779169332405e-5,2.1036880802710787e-4,0.16449241298789172,0.0032359244537752503,46,42,24,TRUE
mariah_mariah_cubic,mariah,mariah,cubic,-130.56038932893657,-128.81038932893657,0.5816975144440582,0.003155600518946998,4569597.016017761,8.288076133265815e-6,200182.2644078095,1.4864883357950694e-6,16382.417662646081,0.00207527266988526,0.25187640967962877,6.61544719321767e-4,1.1864979195010621e-4,0.1656458813650412,0.003165375083416059,47,36,33,TRUE
mariah_mariah_gaussian,mariah,mariah,gaussian,-130.55715390185773,-128.80715390185773,0.5800089471249669,0.0031480037246560807,4519157.4224687675,2.86729574009192e-5,33662.22205782414,7.88977958690423e-7,36807.38744822279,0.002022049134201568,0.2542801494176475,0.0023160594871748804,6.372973184615567e-5,0.16333111423836458,0.0031774656600156905,48,41,31,TRUE
